ID,Weapon_Name,Country_of_Origin,Manufacturer,Category,Subcategory,Year_Introduced,Year_Retired,Service_Status,Caliber,Action_Type,Effective_Range_m,Max_Range_m,Weight_kg,Length_mm,Barrel_Length_mm,Muzzle_Velocity_mps,Rate_of_Fire_rpm,Magazine_Capacity,Warhead_Weight_kg,Max_Speed_kmh,Crew_Size,Unit_Cost_USD,Num_Operator_Nations,Primary_Users,NATO_Compatible,Generation,Theater_of_Operation,Export_Status,Combat_Proven,Propulsion_Type,Guidance_System,Communication_System,Operating_Environment,Protection_Level,Notes
489,RCL-Elite,Kosovo,Government Defence Works,Support Weapon,Guided Missile Launcher,2023,,Retired,107mm,Trigger-fired muzzle-loaded,5211,7263,193.96,1605,,216,28,22,13.2,,5,35610,25,Kosovo + 24 allied nations,Yes,1st,Land,Very Limited Export,No,Manual,Manual,SATCOM,Littoral,Hard-kill APS (Trophy),1st generation Guided Missile Launcher; operated by Kosovo; retired service; Littoral optimised
490,J-451,Bahrain,National Ordnance Plant,Aircraft,Tactical Transport,2018,,Active,30mm GSh-30-1,N/A - fly-by-wire,3051166,3717409,186066.58,36704,,,,,,1518,3,3714148146,14,Bahrain + 13 allied nations,No,4th,Air,Limited Export,No,Turbojet,Optical,Software Defined Radio,Amphibious,No armor,4th generation Tactical Transport; operated by Bahrain; active service; Amphibious optimised
491,MK-410,UK,Chemring,Support Weapon,Automatic Grenade Launcher,1971,,Active (Limited),60mm,Pump-action,2439,4243,29.17,1361,923,160,30,49,249.3,,2,118225,33,UK + 32 allied nations,Partial,5th+,Land,Exported,Yes,Chemical,N/A,VHF radio,Naval,Composite + Trophy APS,5th+ generation Automatic Grenade Launcher; operated by UK; active (limited) service; Naval optimised
492,QLZ-156,Jordan,Armed Forces Ordnance,Support Weapon,Thermobaric Launcher,1953,,Active (Limited),120mm smoothbore recoilless,Blowback full auto,8435,13962,192.96,,1221,89,10,,311.3,,2,83560,3,Jordan + 2 allied nations,Yes,3.5th,Land,Very Limited Export,Limited,Chemical,Optical,BFT Blue Force Tracking,Arctic/Cold weather,Rolled Homogeneous Armour (RHA),3.5th generation Thermobaric Launcher; operated by Jordan; active (limited) service; Arctic/Cold weather optimised
493,BAT-229,Jordan,National Defence Industries,Special Systems,Electronic Warfare System,1965,,Active,Directed energy beam,Remote-operated,625349,1762209,16189.42,4981,,,,,,,8,2815083,10,Jordan + 9 allied nations,N/A,1st,Sea,Limited Export,Limited,Mechanical,Optical,HF/VHF/UHF,Desert,No armor,1st generation Electronic Warfare System; operated by Jordan; active service; Desert optimised
494,AT-190,Pakistan,National Defence Industries,Support Weapon,Automatic Grenade Launcher,2005,,Active (Limited),66mm,Pump-action,7267,11960,104.35,717,711,378,30,10,131.8,,2,96750,10,Pakistan + 9 allied nations,No,2nd,Land,Widely Exported,No,Electric,Inertial,UHF radio,Jungle,Composite Chobham,2nd generation Automatic Grenade Launcher; operated by Pakistan; active (limited) service; Jungle optimised
495,MSTAR-496,Saudi Arabia,Government Defence Works,Special Systems,Cyber Warfare Platform,2020,,Reserve,Jamming spectrum,Multi-spectral EO/IR,328011,573868,36873.23,9353,,,,,,,7,50579867,13,Saudi Arabia + 12 allied nations,No,1st,Land,Widely Exported,Yes,Manual,Optical,BFT Blue Force Tracking,Amphibious,No armor,1st generation Cyber Warfare Platform; operated by Saudi Arabia; reserve service; Amphibious optimised
496,T-114,Libya,State Defence Enterprise,Artillery,Multiple Rocket Launcher,2002,,Active,203mm,Ram-loaded,155072,351772,33830.32,15960,,,10,61,,,9,6659420,22,Libya + 21 allied nations,Partial,2nd,Land,Limited Export,Limited,Self-propelled diesel,Inertial,HF/VHF/UHF,Desert,Composite Chobham,2nd generation Multiple Rocket Launcher; operated by Libya; active service; Desert optimised
497,PP-170,DR Congo,Armed Forces Ordnance,Support Weapon,Anti-Tank Mine Layer,1961,,Active,120mm,Pump-action,11812,14860,112.03,2100,472,165,,18,360.7,,2,67764,34,DR Congo + 33 allied nations,Yes,6th (prototype),Land,Exported,Yes,Mechanical,Optical,Link 11,Arctic/Cold weather,Steel plate,6th (prototype) generation Anti-Tank Mine Layer; operated by DR Congo; active service; Arctic/Cold weather optimised
498,T-61,Ukraine,Ministry Arms Factory,Special Systems,Active Protection System,2014,,Reserve,Directed energy beam,Multi-spectral EO/IR,49007,143996,19610.67,5923,,,,,,,8,37482891,9,Ukraine + 8 allied nations,Partial,1st,Land,Very Limited Export,Limited,Mechanical,Manual,SATCOM,Multi-environment,Electro-optical APS,1st generation Active Protection System; operated by Ukraine; reserve service; Multi-environment optimised
499,SOM-483,Canada,Diemaco,Missile,Land-Attack Cruise Missile,1965,,Testing/Evaluation,380mm,Hypersonic glide maneuvering,9693038,10746186,100126.94,,,,,4,535.6,10485,6,12181622,29,Canada + 28 allied nations,No,4th,Land,Embargoed,Limited,Liquid fuel rocket,Inertial only,Link 16 datalink,High-altitude,Steel plate,4th generation Land-Attack Cruise Missile; operated by Canada; testing/evaluation service; High-altitude optimised
500,NASAMS-372,Kenya,National Defence Industries,Air Defense,Laser-Based Air Defense,2014,,In Development,240mm,Imaging IR seeker,528196,1032227,43762.77,,,,,1,502.8,,5,225688452,30,Kenya + 29 allied nations,N/A,3rd,Sea,Key Export Product,No,Manual,Laser beam riding,UHF radio,Desert,Soft-kill APS,3rd generation Laser-Based Air Defense; operated by Kenya; in development service; Desert optimised
501,S-Typhoon,Zimbabwe,State Defence Enterprise,Air Defense,Laser-Based Air Defense,1998,,Active,Various composite,Laser beam riding,168482,324168,12589.53,,,,,5,501.8,,6,166200473,7,Zimbabwe + 6 allied nations,N/A,3.5th,Sea,Not Exported,Limited,Chemical,3-band optical,Link 16 datalink,Desert,Composite + Trophy APS,3.5th generation Laser-Based Air Defense; operated by Zimbabwe; active service; Desert optimised
502,HMS-27,Paraguay,State Defence Enterprise,Naval,Fast Attack Craft,1950,,Reserve,100mm,N/A - naval propulsion,,,13580038.95,135424,,,,,,,4950,7601600438,26,Paraguay + 25 allied nations,Yes,4.5th,Sea,Key Export Product,No,Diesel-electric,Inertial,VHF radio,Naval,Full spectrum protection,4.5th generation Fast Attack Craft; operated by Paraguay; reserve service; Naval optimised
503,Tor-177,Finland,State Arsenal,Air Defense,Naval SAM System,1987,,Active,72mm,3-channel optical UV/IR/MIR,437569,896767,40919.87,,,,,11,149.4,,8,1567422848,21,Finland + 20 allied nations,N/A,4th,Land,Not Exported,Limited,Mechanical,3-band optical,Link 11,Multi-environment,NERA,4th generation Naval SAM System; operated by Finland; active service; Multi-environment optimised
504,P-Viper,Saudi Arabia,National Ordnance Plant,Aircraft,Ground Attack Aircraft,2023,,Reserve,30mm GSh-30-1,N/A - conventional controls,1878953,3204288,69873.97,17240,,,,,,1361,6,1943820754,22,Saudi Arabia + 21 allied nations,N/A,4.5th,Air,Not Exported,No,Turbofan,N/A,SATCOM,Littoral,Explosive Reactive Armour (ERA),4.5th generation Ground Attack Aircraft; operated by Saudi Arabia; reserve service; Littoral optimised
505,Type-454,Armenia,Ministry Arms Factory,Armored Vehicle,Mine Protected Vehicle,1995,,Reserve,20mm autocannon,N/A - autoloader,5923,11492,75437.75,,,,,,,,6,9731051,26,Armenia + 25 allied nations,No,5th,Land,Key Export Product,Limited,Diesel inline-6,Inertial,BLOS datalink,Desert,Composite + ERA,5th generation Mine Protected Vehicle; operated by Armenia; reserve service; Desert optimised
506,AK-138,Georgia,Ministry Arms Factory,Small Arm,Anti-Materiel Rifle,1980,,Active,40x53mm,Short recoil operated,2458,3617,14.43,166,116,886,1006,85,,,2,175705,25,Georgia + 24 allied nations,Partial,4.5th,Land,Limited Export,No,Electric,Optical,Link 11,High-altitude,Composite + ERA,4.5th generation Anti-Materiel Rifle; operated by Georgia; active service; High-altitude optimised
507,Type-489,Nepal,Ministry Arms Factory,Artillery,Multiple Rocket Launcher,1957,,Testing/Evaluation,107mm rocket,Separate loading QF,111092,261002,47030.82,11739,,,29,46,,,2,4645569,29,Nepal + 28 allied nations,N/A,5th,Land,Not Exported,Yes,N/A,Inertial,Encrypted UHF/VHF,Urban,Classified composite,5th generation Multiple Rocket Launcher; operated by Nepal; testing/evaluation service; Urban optimised
508,Bill-367,Ghana,National Ordnance Plant,Anti-Tank,Laser-Guided ATGM,1953,,In Development,105mm,3rd gen imaging IR seeker,31380,34950,54.55,813,,,,1,186.1,,3,473243,22,Ghana + 21 allied nations,No,6th (prototype),Air,Not Exported,Limited,Mechanical,Predicted LOS,VHF radio,Littoral,No armor,6th (prototype) generation Laser-Guided ATGM; operated by Ghana; in development service; Littoral optimised
509,HMS-391,Oman,National Defence Industries,Naval,Guided Missile Destroyer,2023,,Active,ASROC,N/A - naval propulsion,,,84265374.26,212488,,,,,,,1473,15045773338,2,Oman + 1 allied nations,N/A,2nd,Sea,Embargoed,Yes,CODAG combined,Inertial,IFF Mode 4/5,Underground,NERA,2nd generation Guided Missile Destroyer; operated by Oman; active service; Underground optimised
510,P-13,Rwanda,National Ordnance Plant,Aircraft,Maritime Patrol Aircraft,1968,,Active,30mm ADEN cannon,N/A - conventional controls,6683268,9198916,58420.47,26316,,,,,,903,4,3008254285,34,Rwanda + 33 allied nations,Partial,1st,Air,Exported,Yes,Ramjet,Manual,UHF radio,Arctic/Cold weather,No armor,1st generation Maritime Patrol Aircraft; operated by Rwanda; active service; Arctic/Cold weather optimised
511,G-Mk.II,Philippines,Armed Forces Ordnance,Small Arm,Pistol,1948,,Testing/Evaluation,6.5mm Creedmoor,Bolt-action,220,312,11.21,1467,,408,594,169,,,1,142150,29,Philippines + 28 allied nations,Yes,1st,Land,Key Export Product,No,Electric,N/A,Link 11,Underground,Rolled Homogeneous Armour (RHA),1st generation Pistol; operated by Philippines; testing/evaluation service; Underground optimised
512,APILAS-329,Bulgaria,Defence Production Corp,Anti-Tank,Laser-Guided ATGM,2022,,Active,135mm,RF command guided,32502,44657,56.51,,,,,1,219.6,,1,672389,32,Bulgaria + 31 allied nations,No,5th,Land,Very Limited Export,Yes,Chemical,Laser beam riding,JTIDS,Desert,Hard-kill APS (Trophy),5th generation Laser-Guided ATGM; operated by Bulgaria; active service; Desert optimised
513,TB-322,Cuba,State Defence Enterprise,UAS,ISR Reconnaissance Drone,2014,2020,Retired,50-100kg blast warhead,Semi-autonomous loiter,7635699,15927444,7276.4,6968,,,,,294.9,501,3,76474742,19,Cuba + 18 allied nations,Yes,6th (prototype),Air,Not Exported,Yes,Electric battery,Laser spot tracking,IFF Mode 4/5,Littoral,Slat/Cage armor,6th (prototype) generation ISR Reconnaissance Drone; operated by Cuba; retired service; Littoral optimised
514,SCR-339,Israel,IMI Systems,Small Arm,Assault Rifle,1994,,Active,8.6x70mm,DAO rotating barrel,2072,3960,11.77,,659,369,1381,19,,,1,138778,1,Israel,Yes,5th,Land,Widely Exported,Yes,Electric,N/A,SATCOM,Underground,Full spectrum protection,5th generation Assault Rifle; operated by Israel; active service; Underground optimised
515,APILAS-405,Laos,Defence Production Corp,Anti-Tank,Loitering ATGM,1992,,Active (Limited),66mm,Fire-and-forget IR,8631,12379,53.63,1981,,,,1,527.2,,3,639874,27,Laos + 26 allied nations,Yes,5th,Air,Limited Export,No,Manual,Active radar MMW,Link 16 datalink,Littoral,No armor,5th generation Loitering ATGM; operated by Laos; active (limited) service; Littoral optimised
516,K-189,Poland,Polska Grupa Zbrojeniowa,Small Arm,Grenade Launcher,1954,1973,Retired,7.62x39mm,Gas-operated long stroke piston,1246,1779,20.79,1069,418,499,519,,,,1,266068,32,Poland + 31 allied nations,No,3rd,Land,Limited Export,No,N/A,N/A,SATCOM,Urban,Full spectrum protection,3rd generation Grenade Launcher; operated by Poland; retired service; Urban optimised
517,M-452,Argentina,State Defence Enterprise,Support Weapon,Medium Mortar,2023,,Active,73mm,Recoilless single-shot,9245,15383,214.44,1732,,,34,9,277.4,,6,7243,25,Argentina + 24 allied nations,No,4th,Land,Not Exported,Yes,Manual,Manual,Encrypted UHF/VHF,Multi-environment,Active Protection System,4th generation Medium Mortar; operated by Argentina; active service; Multi-environment optimised
518,Type-244,Paraguay,Armed Forces Ordnance,Support Weapon,Recoilless Rifle,2016,,Active,82mm,Gas-operated semi/full auto,8239,12250,136.85,,718,114,17,40,461.3,,1,102911,3,Paraguay + 2 allied nations,Yes,1st,Land,Exported,Limited,Chemical,Manual,Encrypted UHF/VHF,Littoral,NERA,1st generation Recoilless Rifle; operated by Paraguay; active service; Littoral optimised
519,IMR-412,Uruguay,Armed Forces Ordnance,Special Systems,Directed Energy Weapon,1989,2023,Retired,Directed energy beam,Remote-operated,879456,1273170,36602.73,5578,,,,,,,5,70564444,24,Uruguay + 23 allied nations,Yes,5th,Air,Not Exported,Yes,Chemical,Unguided,IFF Mode 4/5,High-altitude,Full spectrum protection,5th generation Directed Energy Weapon; operated by Uruguay; retired service; High-altitude optimised
520,BGM-VII,Romania,State Defence Enterprise,Anti-Tank,Top-Attack ATGM,1998,,Active (Limited),127mm,Active radar MMW seeker,13607,17441,50.87,929,,,,1,117.0,,3,462550,24,Romania + 23 allied nations,N/A,6th (prototype),Air,Very Limited Export,Limited,Electric,EO/IIR,BFT Blue Force Tracking,Arctic/Cold weather,Active Protection System,6th (prototype) generation Top-Attack ATGM; operated by Romania; active (limited) service; Arctic/Cold weather optimised
521,IMR-134,Kenya,State Defence Enterprise,Special Systems,Directed Energy Weapon,1951,,Active,Electronic/Laser,Automated sensor,156803,277318,9179.7,8786,,,,,,,7,45426041,12,Kenya + 11 allied nations,Partial,3rd,Sea,Limited Export,Limited,Manual,Optical,BFT Blue Force Tracking,Amphibious,Active Protection System,3rd generation Directed Energy Weapon; operated by Kenya; active service; Amphibious optimised
522,J-297,Uruguay,State Arsenal,Aircraft,Electronic Warfare Aircraft,1957,,Testing/Evaluation,23mm GSh-23,N/A - fly-by-wire,,,191477.83,11947,,,,,,1591,6,605809333,14,Uruguay + 13 allied nations,Partial,2nd,Air,Exported,No,Rotary (turboshaft),Unguided,SINGCARS,Amphibious,Soft-kill APS,2nd generation Electronic Warfare Aircraft; operated by Uruguay; testing/evaluation service; Amphibious optimised
523,M-372,Mongolia,Ministry Arms Factory,Armored Vehicle,Light Tank,1964,,Active,105mm rifled,N/A - manual loading,5251,7408,42913.25,9364,,,,,,,4,17577407,10,Mongolia + 9 allied nations,N/A,2nd,Land,Not Exported,No,Gas turbine,Unguided,SINGCARS,Arctic/Cold weather,Composite + Trophy APS,2nd generation Light Tank; operated by Mongolia; active service; Arctic/Cold weather optimised
524,T-259,Portugal,State Arsenal,Aircraft,Strategic Transport,2007,2021,Retired,N/A (no gun),N/A - conventional controls,13342764,16654744,67072.84,15221,,,,,,2677,6,791738781,21,Portugal + 20 allied nations,Partial,2nd,Air,Exported,No,Turbofan,Inertial,BLOS datalink,Naval,Rolled Homogeneous Armour (RHA),2nd generation Strategic Transport; operated by Portugal; retired service; Naval optimised
525,Crotale-277,South Africa,State Arsenal,Air Defense,Directed Energy AD,2007,,Active,35mm,IR heat-seeking dual-waveband,420458,615177,16881.19,,,,,11,394.1,,11,160502168,3,South Africa + 2 allied nations,No,1st,Land,Very Limited Export,No,Manual,IR homing,BFT Blue Force Tracking,Naval,No armor,1st generation Directed Energy AD; operated by South Africa; active service; Naval optimised
526,AIM-78,Jordan,State Defence Enterprise,Missile,Hypersonic Glide Vehicle,1997,,In Development,533mm,Passive IR seeker,10788161,12221447,32033.7,18456,,,,,399.8,7368,1,1879676,9,Jordan + 8 allied nations,Yes,3.5th,Air,Not Exported,No,Liquid fuel rocket,Laser semi-active,BLOS datalink,Jungle,Composite + Trophy APS,3.5th generation Hypersonic Glide Vehicle; operated by Jordan; in development service; Jungle optimised
527,MPT-191,Syria,National Ordnance Plant,Small Arm,Assault Rifle,2024,,Active,9x19mm Parabellum,Bolt-action,2184,3543,17.4,,663,822,,,,,1,1274,15,Syria + 14 allied nations,No,1st,Land,Limited Export,No,Mechanical,Optical,SINGCARS,Jungle,Soft-kill APS,1st generation Assault Rifle; operated by Syria; active service; Jungle optimised
528,T-247,Yemen,State Arsenal,Aircraft,Utility Helicopter,2001,,Active,20mm rotary cannon,N/A - fly-by-wire,3286719,4275117,214040.13,45657,,,,,,,2,3395070752,15,Yemen + 14 allied nations,No,5th,Air,Exported,No,Rotary (turboshaft),Manual,SATCOM,Naval,Explosive Reactive Armour (ERA),5th generation Utility Helicopter; operated by Yemen; active service; Naval optimised
529,IAI-321,Mozambique,Armed Forces Ordnance,UAS,Armed MALE UAS,1981,,Testing/Evaluation,Small fragmentation warhead,Operator-in-loop BLOS,4940242,16329411,13601.75,9501,,,,,539.2,930,0,79599852,24,Mozambique + 23 allied nations,Yes,4th,Land,Limited Export,No,Hybrid electric,Anti-radiation passive,Link 11,All-terrain,Explosive Reactive Armour (ERA),4th generation Armed MALE UAS; operated by Mozambique; testing/evaluation service; All-terrain optimised
530,MALE-177,Czech Republic,Defence Production Corp,UAS,Electronic Warfare UAS,2020,,Active,N/A - EO/IR payload only,Semi-autonomous loiter,8799986,18908842,17013.85,12187,,,,,278.8,721,3,104899581,2,Czech Republic + 1 allied nations,No,4.5th,Land,Key Export Product,Limited,Turboprop,Anti-radiation passive,Link 11,Urban,NERA,4.5th generation Electronic Warfare UAS; operated by Czech Republic; active service; Urban optimised
531,AT-Mk.III,Serbia,National Defence Industries,Anti-Tank,Fire-and-Forget ATGM,1947,,Active (Limited),127mm,Fire-and-forget IR,6937,9355,100.42,1044,,,,1,299.6,,2,663289,11,Serbia + 10 allied nations,N/A,1st,Air,Embargoed,Yes,Electric,Active radar MMW,BLOS datalink,Mountain,Rolled Homogeneous Armour (RHA),1st generation Fire-and-Forget ATGM; operated by Serbia; active (limited) service; Mountain optimised
532,T-488,Taiwan,Government Defence Works,Aircraft,Tactical Transport,1946,,Active,27mm Mauser BK-27,N/A - conventional controls,10387240,15583957,29780.03,46861,,,,,,2860,3,2263049444,31,Taiwan + 30 allied nations,Yes,1st,Air,Very Limited Export,No,Turbojet,Optical,Link 11,Multi-environment,Composite Chobham,1st generation Tactical Transport; operated by Taiwan; active service; Multi-environment optimised
533,TPz-198,UAE,National Ordnance Plant,Armored Vehicle,ATGM Carrier Vehicle,1969,,Active,76mm gun,N/A - autoloader,5187,9696,50880.33,6164,,,,,,,2,7099337,10,UAE + 9 allied nations,Partial,2nd,Land,Limited Export,Limited,Multi-fuel diesel,Manual,UHF radio,All-terrain,NERA,2nd generation ATGM Carrier Vehicle; operated by UAE; active service; All-terrain optimised
534,Type-386,Canada,General Dynamics Canada,Armored Vehicle,Amphibious APC,1952,,Active (Limited),40mm autocannon,N/A - autoloader,3155,5923,15420.22,6220,,,,,,,6,11004447,35,Canada + 34 allied nations,No,3.5th,Land,Very Limited Export,Limited,Diesel V-12,Optical,JTIDS,High-altitude,Explosive Reactive Armour (ERA),3.5th generation Amphibious APC; operated by Canada; active (limited) service; High-altitude optimised
